"","Austria","Belgium","Cyprus","Estonia","Finland","France","Germany","Greece","Ireland","Italy","Latvia","Lithuania","Malta","Netherlands","Portugal","Slovakia"
"41",-2.00365474061233,-1.42810148357583,-3.52423472478148,3.768104752874,-2.21137494137322,2.7818600954736,-2.25447294808946,-1.10441157988782,-2.61434123058009,-3.07562825085276,-3.71852930300734,-3.73299262018322,-3.02945447842308,-1.92271486483397,-3.67880372882195,-3.7324825211829
"42",-3.94126036809868,-2.96925855187558,-4.71493320706673,1.28826246475775,-4.19499654441546,0.974381679344672,-3.7987156028995,-4.0318474467452,-4.80285565353679,-5.06843374362345,-4.83470311533497,-4.96817038873834,-4.87479958309162,-3.86331492970298,-6.16308237084069,-5.39004847005229
"43",-4.83229125070045,-3.44164847706298,-5.33181870079682,-1.52614753839813,-5.12060511610873,-0.139681263353632,-4.09238056605173,-5.97926609243334,-5.71341986691611,-6.39427673563299,-5.46942031807755,-5.9164634208485,-5.86871006896693,-4.67707650304598,-7.27234710056762,-6.18893572605062
"44",-4.10808356209651,-2.31416531434695,-4.96455022708373,-3.41481636367945,-4.36676415917664,0.189567552905968,-2.74860422759159,-5.67272235211867,-4.76352579280162,-6.04307165668641,-4.96061414566007,-6.1724315859164,-5.39562468383258,-3.78831190908415,-6.16271544732067,-5.64429932650378
"45",-2.1064918185105,-0.0775642078132823,-3.82074437543738,-4.19321522460376,-2.36185531895721,1.56858469135956,-0.272837678369974,-3.48592539701565,-2.38787289770453,-4.25525681374476,-3.45973646190505,-5.72653694474379,-3.76369403441493,-1.60756406287806,-3.29967836263958,-3.86851048230436
"46",0.448689800400397,2.34285149889442,-2.37090910612157,-4.13505956251807,0.0193860034995227,3.1176169276043,2.44993766300401,-0.493967167845845,0.54592348992526,-1.80373111366661,-1.46459024651462,-4.7380456031118,-1.67418376393381,1.0349488677049,0.293868933001177,-1.22884334934256
"47",2.85858787373204,4.18445173654059,-1.01528041948169,-3.55034289912811,2.09187221298249,4.14974662443697,4.65731812067711,2.2968840332384,3.23838452394628,0.555509270406042,0.548032269108364,-3.42388444526961,0.236157348457623,3.39050972973241,3.64354831952661,1.74926820303935
"48",4.48619931972161,5.07038279422742,0.0132065177499791,-2.83027423867643,3.61973880436189,4.43511094516305,5.8780426339357,4.04806457529691,5.05379280690598,2.11078118576194,2.15368379277055,-2.13492039251033,1.48549665838048,4.90543185741155,5.89375115760482,4.17119573099483
"49",4.7439444259929,4.71373594312672,0.517403449317119,-2.36515467201097,4.444373746724,3.83758988881281,5.72073528601357,4.00212505539867,5.42039021381079,2.20264484202418,2.95137393010403,-1.21528570081997,1.65056175460134,5.09144871659878,6.26056783403432,5.13732303139797
"50",3.80440044739206,3.47671924720877,0.521310091848893,-2.30996556153341,4.64781643041444,2.7497818144422,4.50892930114256,2.47135591621075,4.52518152850119,1.03187186089315,2.83912162106141,-0.522848997141813,0.989411621436047,4.16239241796229,4.98487091309968,4.64690124029234
"51",2.51525564250245,2.29803471633253,0.2453322154435,-2.61069598920762,4.52583371202933,2.03385070784273,3.20108338417414,0.71810551217363,3.22904444668899,-0.436794726241976,1.98050213214921,0.516381800407142,0.365209638951286,2.9556432882095,3.217663043116,3.49748402561906
"52",1.60306569661739,1.93306387600842,-0.104464295690218,-3.15353761932673,4.31518867627931,2.34987258069842,2.58841694609662,-0.194151843461085,2.27251814091871,-1.37922155722678,0.615279256962017,2.31150292102315,0.474801030816773,2.17891257721131,1.94484559085188,2.39500445967735
"53",1.03364568183679,2.06731181118508,-0.433373809052011,-3.54830774287002,3.90313976726859,3.20886595015469,2.46619032794738,-0.421961726042631,1.63980508652474,-1.85073539222497,-0.66451946312388,4.32511620517502,1.02937163975999,1.74369001449019,1.11728039662411,1.41738864259038
"54",0.526413798277468,2.04039808935316,-0.68208905393243,-3.31734467896213,3.06596163779521,3.75033414794351,2.30752912488065,-0.517686439252098,1.06987914854559,-2.19222431744627,-1.15602161854114,5.71425909273196,1.42203505043966,1.30382241436297,0.350030687776351,0.439028000078149
"55",0.0831381367607086,1.65127693028368,-0.684540149553201,-2.28435105695904,1.92614566149186,3.60409911904263,1.99887199464351,-0.645656739085534,0.557228807538356,-2.48770515447628,-0.604405237141627,6.08454051868729,1.52632440964988,0.83268195787561,-0.41224447771916,-0.445195147366806
"56",0.221171384007348,1.53761172544939,-0.0797646688211882,-0.823149548399896,1.23818937802778,3.29526870414589,2.18134648488287,-0.261578403801685,0.562948180875503,-2.35207033584657,0.427286407673685,5.86059180004024,2.09293517995509,0.887087205433349,-0.622977070531074,-0.737759638165904
"57",1.47089417808537,2.38214469599875,1.4847595158835,0.657621827660054,1.7677919232288,3.41841616105778,3.52711559861831,1.21426419887898,1.56229681621867,-1.37760004578157,1.32140641273125,5.54673605857097,3.90395185010162,2.04248658391387,0.286963883348666,0.0647544337094732
"58",3.81861923042985,4.29316313339589,3.98211247393817,2.05788368095945,3.55173164737865,4.2324653182704,6.06755040626283,3.84156851044129,3.56903427538572,0.488273340644694,1.88206867525137,5.55015378127803,6.93578491393869,4.30919425033137,2.34716791798618,1.98529363433635
"59",6.87017766880586,6.97722228298713,7.12002006403439,3.49334011074547,6.11703265634273,5.76161117691587,9.38589865136848,7.31636902683449,6.27418055610328,3.04974980637161,2.20833595712445,6.21009095339234,10.601415002068,7.30231050795473,5.20990847973931,4.71079638017089
